z,"Psi(0, z)","Psi(1, z)","Psi(2, z)","Psi(3, z)","Psi(4, z)","Psi(5, z)","Psi(6, z)","Psi(7, z)","E(z)"
-5,2.79918e-06,-1.97932e-05,9.69868e-05,-0.000379786,0.00125875,-0.00364083,0.00936111,-0.0216478,12.5
-4.99,2.94255e-06,-2.07654e-05,0.000101539,-0.000396746,0.00131197,-0.00378565,0.00970871,-0.0223909,12.4501
-4.98,3.09296e-06,-2.1783e-05,0.000106292,-0.000414416,0.00136727,-0.00393572,0.0100679,-0.0231561,12.4002
-4.97,3.25073e-06,-2.28482e-05,0.000111257,-0.000432824,0.00142473,-0.00409123,0.0104389,-0.023944,12.3504
-4.96,3.4162e-06,-2.39629e-05,0.00011644,-0.000451998,0.00148443,-0.00425234,0.0108222,-0.0247551,12.3008
-4.95,3.58973e-06,-2.51294e-05,0.000121852,-0.000471967,0.00154644,-0.00441924,0.011218,-0.02559,12.2513
-4.94,3.77171e-06,-2.635e-05,0.000127502,-0.000492763,0.00161085,-0.0045921,0.0116267,-0.0264493,12.2018
-4.93,3.96251e-06,-2.76269e-05,0.000133399,-0.000514417,0.00167775,-0.00477112,0.0120486,-0.0273334,12.1524
-4.92,4.16255e-06,-2.89627e-05,0.000139553,-0.00053696,0.00174721,-0.00495649,0.0124842,-0.0282429,12.1032
-4.91,4.37225e-06,-3.036e-05,0.000145976,-0.000560428,0.00181933,-0.0051484,0.0129338,-0.0291784,12.0541
-4.9,4.59206e-06,-3.18213e-05,0.000152677,-0.000584855,0.0018942,-0.00534707,0.0133978,-0.0301405,12.005
-4.89,4.82243e-06,-3.33495e-05,0.000159669,-0.000610277,0.00197191,-0.00555269,0.0138765,-0.0311298,11.956
-4.88,5.06386e-06,-3.49475e-05,0.000166963,-0.000636731,0.00205256,-0.00576548,0.0143703,-0.0321468,11.9072
-4.87,5.31683e-06,-3.66182e-05,0.000174571,-0.000664255,0.00213625,-0.00598566,0.0148797,-0.0331921,11.8585
-4.86,5.58189e-06,-3.83648e-05,0.000182506,-0.00069289,0.00222309,-0.00621345,0.0154051,-0.0342664,11.8098
-4.85,5.85958e-06,-4.01905e-05,0.000190781,-0.000722677,0.00231318,-0.00644908,0.0159467,-0.0353702,11.7612
-4.84,6.15047e-06,-4.20987e-05,0.000199409,-0.000753658,0.00240662,-0.00669279,0.0165052,-0.0365042,11.7128
-4.83,6.45515e-06,-4.40929e-05,0.000208404,-0.000785877,0.00250354,-0.00694481,0.0170809,-0.0376689,11.6645
-4.82,6.77425e-06,-4.61767e-05,0.000217782,-0.000819379,0.00260405,-0.0072054,0.0176742,-0.038865,11.6162
-4.81,7.10841e-06,-4.8354e-05,0.000227556,-0.000854212,0.00270826,-0.0074748,0.0182856,-0.040093,11.568
-4.8,7.4583e-06,-5.06286e-05,0.000237744,-0.000890423,0.0028163,-0.00775328,0.0189156,-0.0413538,11.52
-4.79,7.82464e-06,-5.30048e-05,0.00024836,-0.000928063,0.0029283,-0.00804109,0.0195645,-0.0426477,11.472
-4.78,8.20815e-06,-5.54866e-05,0.000259422,-0.000967182,0.00304438,-0.0083385,0.0202329,-0.0439755,11.4242
-4.77,8.6096e-06,-5.80786e-05,0.000270947,-0.00100783,0.00316468,-0.0086458,0.0209213,-0.0453379,11.3764
-4.76,9.02978e-06,-6.07854e-05,0.000282953,-0.00105007,0.00328932,-0.00896326,0.02163,-0.0467354,11.3288
-4.75,9.46952e-06,-6.36116e-05,0.000295459,-0.00109396,0.00341847,-0.00929116,0.0223596,-0.0481687,11.2812
-4.74,9.92968e-06,-6.65623e-05,0.000308484,-0.00113955,0.00355224,-0.00962981,0.0231106,-0.0496384,11.2338
-4.73,1.04112e-05,-6.96426e-05,0.000322048,-0.0011869,0.00369081,-0.00997951,0.0238835,-0.0511452,11.1865
-4.72,1.09149e-05,-7.28579e-05,0.000336171,-0.00123607,0.0038343,-0.0103406,0.0246787,-0.0526896,11.1392
-4.71,1.14419e-05,-7.62136e-05,0.000350875,-0.00128713,0.00398289,-0.0107133,0.0254969,-0.0542725,11.0921
-4.7,1.19931e-05,-7.97155e-05,0.000366183,-0.00134015,0.00413674,-0.0110979,0.0263385,-0.0558943,11.045
-4.69,1.25696e-05,-8.33696e-05,0.000382116,-0.00139519,0.00429599,-0.0114949,0.027204,-0.0575558,10.9981
-4.68,1.31725e-05,-8.71822e-05,0.000398698,-0.00145232,0.00446083,-0.0119046,0.028094,-0.0592575,10.9512
-4.67,1.38029e-05,-9.11595e-05,0.000415955,-0.00151162,0.00463143,-0.0123272,0.029009,-0.0610001,10.9044
-4.66,1.44621e-05,-9.53083e-05,0.000433911,-0.00157316,0.00480796,-0.0127631,0.0299496,-0.0627843,10.8578
-4.65,1.51512e-05,-9.96355e-05,0.000452592,-0.00163701,0.0049906,-0.0132128,0.0309162,-0.0646106,10.8113
-4.64,1.58715e-05,-0.000104148,0.000472025,-0.00170325,0.00517954,-0.0136764,0.0319096,-0.0664797,10.7648
-4.63,1.66245e-05,-0.000108854,0.000492239,-0.00177197,0.00537497,-0.0141545,0.0329301,-0.0683922,10.7184
-4.62,1.74115e-05,-0.000113761,0.000513262,-0.00184325,0.00557709,-0.0146473,0.0339784,-0.0703488,10.6722
-4.61,1.82338e-05,-0.000118876,0.000535124,-0.00191717,0.0057861,-0.0151553,0.0350551,-0.07235,10.6261
-4.6,1.90931e-05,-0.000124208,0.000557856,-0.00199383,0.00600219,-0.0156788,0.0361607,-0.0743964,10.58
-4.59,1.99909e-05,-0.000129766,0.00058149,-0.00207331,0.00622558,-0.0162183,0.0372958,-0.0764886,10.534
-4.58,2.09288e-05,-0.000135558,0.000606057,-0.0021557,0.00645648,-0.016774,0.038461,-0.0786272,10.4882
-4.57,2.19086e-05,-0.000141594,0.000631594,-0.00224111,0.00669512,-0.0173465,0.0396569,-0.0808129,10.4425
-4.56,2.29319e-05,-0.000147883,0.000658133,-0.00232963,0.00694172,-0.0179362,0.0408841,-0.0830461,10.3968
-4.55,2.40006e-05,-0.000154436,0.000685712,-0.00242137,0.0071965,-0.0185434,0.0421431,-0.0853274,10.3512
-4.54,2.51166e-05,-0.000161262,0.000714368,-0.00251642,0.00745971,-0.0191687,0.0434346,-0.0876573,10.3058
-4.53,2.62818e-05,-0.000168372,0.000744139,-0.0026149,0.00773157,-0.0198123,0.0447591,-0.0900365,10.2605
-4.52,2.74984e-05,-0.000175777,0.000775066,-0.00271691,0.00801235,-0.0204748,0.0461173,-0.0924654,10.2152
-4.51,2.87684e-05,-0.000183488,0.000807188,-0.00282257,0.00830228,-0.0211566,0.0475098,-0.0949444,10.17
-4.5,3.00941e-05,-0.000191517,0.000840549,-0.002932,0.00860163,-0.0218582,0.0489371,-0.0974742,10.125
-4.49,3.14777e-05,-0.000199877,0.000875192,-0.00304531,0.00891066,-0.02258,0.0503999,-0.100055,10.0801
-4.48,3.29216e-05,-0.00020858,0.000911161,-0.00316264,0.00922963,-0.0233225,0.0518989,-0.102688,10.0352
-4.47,3.44283e-05,-0.00021764,0.000948504,-0.00328409,0.00955882,-0.0240861,0.0534345,-0.105372,9.99045
-4.46,3.60003e-05,-0.000227068,0.000987268,-0.00340981,0.00989851,-0.0248714,0.0550074,-0.108109,9.9458
-4.45,3.76404e-05,-0.00023688,0.0010275,-0.00353993,0.010249,-0.0256788,0.0566182,-0.110899,9.90125
-4.44,3.93513e-05,-0.000247091,0.00106926,-0.00367457,0.0106105,-0.0265088,0.0582675,-0.113743,9.8568
-4.43,4.11358e-05,-0.000257714,0.00111259,-0.00381389,0.0109834,-0.0273619,0.0599559,-0.11664,9.81245
-4.42,4.29969e-05,-0.000268766,0.00115754,-0.00395803,0.011368,-0.0282386,0.0616841,-0.11959,9.7682
-4.41,4.49377e-05,-0.000280262,0.00120418,-0.00410712,0.0117646,-0.0291393,0.0634526,-0.122595,9.72405
-4.4,4.69615e-05,-0.00029222,0.00125256,-0.00426133,0.0121734,-0.0300648,0.065262,-0.125655,9.68
-4.39,4.90715e-05,-0.000304655,0.00130274,-0.00442081,0.0125949,-0.0310153,0.0671129,-0.128769,9.63605
-4.38,5.12711e-05,-0.000317587,0.00135477,-0.00458571,0.0130293,-0.0319915,0.0690059,-0.131939,9.5922
-4.37,5.3564e-05,-0.000331032,0.00140873,-0.0047562,0.0134769,-0.0329939,0.0709416,-0.135163,9.54845
-4.36,5.59539e-05,-0.00034501,0.00146468,-0.00493245,0.0139382,-0.034023,0.0729205,-0.138443,9.5048
-4.35,5.84445e-05,-0.000359541,0.00152268,-0.00511462,0.0144134,-0.0350793,0.0749432,-0.141779,9.46125
-4.34,6.10399e-05,-0.000374644,0.00158279,-0.00530288,0.014903,-0.0361635,0.0770104,-0.14517,9.4178
-4.33,6.37442e-05,-0.00039034,0.0016451,-0.00549742,0.0154072,-0.037276,0.0791225,-0.148617,9.37445
-4.32,6.65616e-05,-0.000406652,0.00170967,-0.00569843,0.0159264,-0.0384173,0.08128,-0.152119,9.3312
-4.31,6.94966e-05,-0.0004236,0.00177657,-0.00590608,0.016461,-0.0395881,0.0834836,-0.155677,9.28805
-4.3,7.25538e-05,-0.000441208,0.00184589,-0.00612056,0.0170113,-0.0407889,0.0857337,-0.159291,9.245
-4.29,7.57379e-05,-0.0004595,0.0019177,-0.00634208,0.0175778,-0.0420203,0.0880309,-0.162961,9.20205
-4.28,7.90538e-05,-0.000478499,0.00199208,-0.00657083,0.0181609,-0.0432827,0.0903757,-0.166686,9.1592
-4.27,8.25066e-05,-0.000498232,0.00206911,-0.00680702,0.0187608,-0.0445769,0.0927685,-0.170466,9.11645
-4.26,8.61016e-05,-0.000518723,0.00214888,-0.00705086,0.0193781,-0.0459033,0.0952099,-0.174301,9.0738
-4.25,8.98443e-05,-0.000540001,0.00223147,-0.00730255,0.0200131,-0.0472625,0.0977003,-0.178191,9.03125
-4.24,9.37403e-05,-0.000562092,0.00231698,-0.00756233,0.0206663,-0.048655,0.10024,-0.182136,8.9888
-4.23,9.77955e-05,-0.000585024,0.0024055,-0.0078304,0.021338,-0.0500815,0.10283,-0.186135,8.94645
-4.22,0.000102016,-0.000608829,0.00249712,-0.00810701,0.0220287,-0.0515426,0.10547,-0.190188,8.9042
-4.21,0.000106408,-0.000633534,0.00259194,-0.00839238,0.0227388,-0.0530387,0.108161,-0.194294,8.86205
-4.2,0.000110978,-0.000659173,0.00269005,-0.00868675,0.0234687,-0.0545705,0.110903,-0.198453,8.82
-4.19,0.000115732,-0.000685777,0.00279157,-0.00899036,0.0242189,-0.0561385,0.113696,-0.202665,8.77805
-4.18,0.000120678,-0.000713379,0.00289659,-0.00930347,0.0249898,-0.0577434,0.116541,-0.206928,8.7362
-4.17,0.000125823,-0.000742014,0.00300523,-0.00962632,0.0257819,-0.0593856,0.119438,-0.211243,8.69445
-4.16,0.000131174,-0.000771716,0.00311758,-0.00995916,0.0265956,-0.0610657,0.122388,-0.215607,8.6528
-4.15,0.00013674,-0.000802523,0.00323378,-0.0103023,0.0274314,-0.0627844,0.12539,-0.220022,8.61125
-4.14,0.000142527,-0.000834471,0.00335393,-0.0106559,0.0282898,-0.0645421,0.128446,-0.224486,8.5698
-4.13,0.000148544,-0.000867599,0.00347815,-0.0110204,0.0291712,-0.0663394,0.131554,-0.228997,8.52845
-4.12,0.000154799,-0.000901946,0.00360656,-0.0113959,0.0300761,-0.068177,0.134716,-0.233556,8.4872
-4.11,0.000161302,-0.000937554,0.00373929,-0.0117828,0.031005,-0.0700552,0.137931,-0.238161,8.44605
-4.1,0.000168061,-0.000974465,0.00387647,-0.0121814,0.0319583,-0.0719748,0.1412,-0.242811,8.405
-4.09,0.000175086,-0.00101272,0.00401823,-0.0125919,0.0329366,-0.0739361,0.144523,-0.247504,8.36405
-4.08,0.000182387,-0.00105237,0.0041647,-0.0130146,0.0339404,-0.0759398,0.1479,-0.252241,8.3232
-4.07,0.000189972,-0.00109345,0.00431602,-0.0134499,0.0349701,-0.0779864,0.15133,-0.257019,8.28245
-4.06,0.000197854,-0.00113602,0.00447233,-0.0138981,0.0360263,-0.0800764,0.154815,-0.261837,8.2418
-4.05,0.000206042,-0.00118012,0.00463378,-0.0143595,0.0371094,-0.0822103,0.158354,-0.266694,8.20125
-4.04,0.000214547,-0.0012258,0.00480051,-0.0148343,0.03822,-0.0843886,0.161946,-0.271589,8.1608
-4.03,0.000223381,-0.00127311,0.00497268,-0.015323,0.0393586,-0.0866118,0.165592,-0.276519,8.12045
-4.02,0.000232555,-0.00132211,0.00515044,-0.0158259,0.0405257,-0.0888804,0.169292,-0.281484,8.0802
-4.01,0.000242082,-0.00137285,0.00533394,-0.0163432,0.0417218,-0.0911948,0.173045,-0.286481,8.04005
-4,0.000251975,-0.00142538,0.00552336,-0.0168754,0.0429475,-0.0935556,0.176852,-0.29151,8
-3.99,0.000262245,-0.00147977,0.00571885,-0.0174228,0.0442032,-0.0959632,0.180712,-0.296567,7.96005
-3.98,0.000272906,-0.00153607,0.00592059,-0.0179857,0.0454895,-0.098418,0.184624,-0.301652,7.9202
-3.97,0.000283973,-0.00159434,0.00612875,-0.0185645,0.0468069,-0.10092,0.188589,-0.306762,7.88045
-3.96,0.000295458,-0.00165465,0.0063435,-0.0191596,0.0481559,-0.103471,0.192606,-0.311895,7.8408
-3.95,0.000307378,-0.00171706,0.00656503,-0.0197713,0.0495372,-0.10607,0.196675,-0.31705,7.80125
-3.94,0.000319746,-0.00178163,0.00679352,-0.0204,0.0509511,-0.108717,0.200794,-0.322224,7.7618
-3.93,0.000332579,-0.00184843,0.00702916,-0.0210461,0.0523983,-0.111414,0.204965,-0.327415,7.72245
-3.92,0.000345893,-0.00191753,0.00727214,-0.02171,0.0538793,-0.114161,0.209185,-0.33262,7.6832
-3.91,0.000359703,-0.001989,0.00752266,-0.0223921,0.0553945,-0.116957,0.213456,-0.337837,7.64405
-3.9,0.000374027,-0.00206292,0.00778091,-0.0230927,0.0569446,-0.119804,0.217774,-0.343064,7.605
-3.89,0.000388883,-0.00213936,0.00804712,-0.0238123,0.0585301,-0.1227,0.222141,-0.348299,7.56605
-3.88,0.000404288,-0.00221839,0.00832148,-0.0245512,0.0601514,-0.125648,0.226556,-0.353537,7.5272
-3.87,0.000420262,-0.0023001,0.0086042,-0.0253099,0.0618092,-0.128646,0.231017,-0.358778,7.48845
-3.86,0.000436823,-0.00238456,0.00889551,-0.0260888,0.0635039,-0.131696,0.235523,-0.364018,7.4498
-3.85,0.000453991,-0.00247186,0.00919563,-0.0268883,0.065236,-0.134797,0.240075,-0.369255,7.41125
-3.84,0.000471787,-0.00256208,0.00950478,-0.0277088,0.0670062,-0.13795,0.24467,-0.374484,7.3728
-3.83,0.000490232,-0.00265531,0.00982319,-0.0285508,0.0688148,-0.141154,0.249308,-0.379705,7.33445
-3.82,0.000509346,-0.00275164,0.0101511,-0.0294147,0.0706625,-0.14441,0.253987,-0.384912,7.2962
-3.81,0.000529153,-0.00285116,0.0104887,-0.030301,0.0725496,-0.147718,0.258707,-0.390104,7.25805
-3.8,0.000549675,-0.00295396,0.0108364,-0.03121,0.0744768,-0.151077,0.263466,-0.395277,7.22
-3.79,0.000570937,-0.00306015,0.0111942,-0.0321422,0.0764445,-0.154489,0.268263,-0.400428,7.18205
-3.78,0.000592961,-0.00316981,0.0115626,-0.0330981,0.0784533,-0.157953,0.273096,-0.405554,7.1442
-3.77,0.000615773,-0.00328305,0.0119417,-0.0340781,0.0805035,-0.161469,0.277965,-0.41065,7.10645
-3.76,0.000639399,-0.00339997,0.0123317,-0.0350827,0.0825956,-0.165036,0.282867,-0.415715,7.0688
-3.75,0.000663865,-0.00352067,0.0127331,-0.0361124,0.0847302,-0.168655,0.287802,-0.420743,7.03125
-3.74,0.000689198,-0.00364528,0.013146,-0.0371675,0.0869077,-0.172326,0.292767,-0.425732,6.9938
-3.73,0.000715426,-0.00377388,0.0135707,-0.0382487,0.0891286,-0.176049,0.297761,-0.430678,6.95645
-3.72,0.000742578,-0.00390661,0.0140075,-0.0393562,0.0913932,-0.179823,0.302783,-0.435577,6.9192
-3.71,0.000770684,-0.00404357,0.0144567,-0.0404907,0.093702,-0.183647,0.307829,-0.440425,6.88205
-3.7,0.000799773,-0.00418488,0.0149185,-0.0416526,0.0960555,-0.187523,0.312899,-0.445219,6.845
-3.69,0.000829877,-0.00433067,0.0153934,-0.0428423,0.0984541,-0.191449,0.317991,-0.449955,6.80805
-3.68,0.000861029,-0.00448106,0.0158815,-0.0440604,0.100898,-0.195425,0.323103,-0.454628,6.7712
-3.67,0.00089326,-0.00463617,0.0163831,-0.0453073,0.103388,-0.199451,0.328231,-0.459235,6.73445
-3.66,0.000926606,-0.00479613,0.0168986,-0.0465835,0.105924,-0.203526,0.333376,-0.463772,6.6978
-3.65,0.0009611,-0.00496108,0.0174283,-0.0478895,0.108506,-0.207649,0.338533,-0.468235,6.66125
-3.64,0.000996778,-0.00513115,0.0179726,-0.0492257,0.111136,-0.211821,0.343701,-0.472618,6.6248
-3.63,0.00103368,-0.00530648,0.0185316,-0.0505928,0.113813,-0.216041,0.348878,-0.47692,6.58845
-3.62,0.00107184,-0.00548721,0.0191058,-0.0519911,0.116537,-0.220308,0.354061,-0.481134,6.5522
-3.61,0.00111129,-0.00567349,0.0196955,-0.0534211,0.119309,-0.224621,0.359248,-0.485257,6.51605
-3.6,0.00115208,-0.00586546,0.020301,-0.0548834,0.122129,-0.228979,0.364436,-0.489284,6.48
-3.59,0.00119426,-0.00606327,0.0209227,-0.0563783,0.124998,-0.233383,0.369623,-0.493212,6.44405
-3.58,0.00123785,-0.00626707,0.0215608,-0.0579065,0.127915,-0.23783,0.374805,-0.497035,6.4082
-3.57,0.0012829,-0.00647703,0.0222158,-0.0594683,0.130881,-0.242321,0.37998,-0.50075,6.37245
-3.56,0.00132946,-0.0066933,0.0228881,-0.0610644,0.133896,-0.246854,0.385146,-0.504352,6.3368
-3.55,0.00137757,-0.00691604,0.0235779,-0.062695,0.13696,-0.251428,0.390299,-0.507837,6.30125
-3.54,0.00142728,-0.00714543,0.0242856,-0.0643608,0.140073,-0.256043,0.395437,-0.5112,6.2658
-3.53,0.00147864,-0.00738163,0.0250116,-0.0660622,0.143236,-0.260697,0.400556,-0.514437,6.23045
-3.52,0.00153169,-0.00762481,0.0257563,-0.0677996,0.146449,-0.265389,0.405654,-0.517543,6.1952
-3.51,0.00158649,-0.00787515,0.02652,-0.0695736,0.149711,-0.270118,0.410726,-0.520514,6.16005
-3.5,0.00164308,-0.00813283,0.0273031,-0.0713846,0.153023,-0.274882,0.415771,-0.523345,6.125
-3.49,0.00170152,-0.00839804,0.028106,-0.0732331,0.156384,-0.279681,0.420785,-0.526033,6.09005
-3.48,0.00176186,-0.00867095,0.0289291,-0.0751195,0.159796,-0.284513,0.425764,-0.528572,6.0552
-3.47,0.00182417,-0.00895177,0.0297728,-0.0770444,0.163257,-0.289376,0.430705,-0.530959,6.02045
-3.46,0.00188848,-0.00924068,0.0306374,-0.079008,0.166767,-0.29427,0.435605,-0.533188,5.9858
-3.45,0.00195487,-0.00953787,0.0315234,-0.0810109,0.170328,-0.299192,0.44046,-0.535256,5.95125
-3.44,0.00202339,-0.00984356,0.0324311,-0.0830536,0.173937,-0.304141,0.445267,-0.537159,5.9168
-3.43,0.0020941,-0.010158,0.033361,-0.0851364,0.177596,-0.309115,0.450022,-0.538891,5.88245
-3.42,0.00216706,-0.0104812,0.0343135,-0.0872597,0.181304,-0.314113,0.454721,-0.540449,5.8482
-3.41,0.00224235,-0.0108136,0.0352889,-0.0894241,0.185061,-0.319133,0.459361,-0.541828,5.81405
-3.4,0.00232001,-0.0111554,0.0362878,-0.0916298,0.188867,-0.324173,0.463938,-0.543024,5.78
-3.39,0.00240013,-0.0115067,0.0373104,-0.0938773,0.192721,-0.329231,0.468448,-0.544034,5.74605
-3.38,0.00248276,-0.0118677,0.0383573,-0.096167,0.196623,-0.334306,0.472888,-0.544853,5.7122
-3.37,0.00256799,-0.0122388,0.0394288,-0.0984992,0.200572,-0.339394,0.477253,-0.545477,5.67845
-3.36,0.00265587,-0.0126201,0.0405254,-0.100874,0.204569,-0.344495,0.48154,-0.545903,5.6448
-3.35,0.00274649,-0.0130118,0.0416475,-0.103293,0.208613,-0.349606,0.485744,-0.546125,5.61125
-3.34,0.00283991,-0.0134142,0.0427955,-0.105755,0.212703,-0.354724,0.489862,-0.546142,5.5778
-3.33,0.00293622,-0.0138276,0.0439698,-0.108261,0.216839,-0.359848,0.493889,-0.545949,5.54445
-3.32,0.00303549,-0.0142522,0.0451709,-0.110811,0.22102,-0.364975,0.497822,-0.545542,5.5112
-3.31,0.0031378,-0.0146882,0.0463992,-0.113406,0.225246,-0.370103,0.501657,-0.544918,5.47805
-3.3,0.00324324,-0.0151359,0.0476551,-0.116045,0.229516,-0.375229,0.505389,-0.544074,5.445
-3.29,0.00335188,-0.0155955,0.0489391,-0.11873,0.233829,-0.380351,0.509015,-0.543006,5.41205
-3.28,0.00346382,-0.0160674,0.0502516,-0.12146,0.238185,-0.385467,0.51253,-0.541711,5.3792
-3.27,0.00357914,-0.0165517,0.0515931,-0.124236,0.242583,-0.390573,0.515929,-0.540187,5.34645
-3.26,0.00369793,-0.0170487,0.0529639,-0.127058,0.247022,-0.395667,0.51921,-0.53843,5.3138
-3.25,0.00382028,-0.0175587,0.0543645,-0.129926,0.251501,-0.400746,0.522368,-0.536437,5.28125
-3.24,0.00394628,-0.018082,0.0557954,-0.13284,0.25602,-0.405808,0.525398,-0.534207,5.2488
-3.23,0.00407603,-0.0186189,0.0572569,-0.135801,0.260576,-0.41085,0.528297,-0.531736,5.21645
-3.22,0.00420962,-0.0191696,0.0587496,-0.138808,0.26517,-0.415868,0.53106,-0.529022,5.1842
-3.21,0.00434716,-0.0197345,0.0602738,-0.141862,0.269801,-0.42086,0.533684,-0.526063,5.15205
-3.2,0.00448874,-0.0203137,0.0618299,-0.144962,0.274466,-0.425822,0.536163,-0.522858,5.12
-3.19,0.00463447,-0.0209077,0.0634185,-0.14811,0.279166,-0.430753,0.538495,-0.519403,5.08805
